url,fav_items,profile
https://au.iherb.com/me/buckeroomama/,"Crystal Body Deodorant, Mineral Deodorant Spray, Unscented, 4 fl oz (118 ml)",https://secure.iherb.com/statimgs/buckeroomama_1.png
https://au.iherb.com/me/buckeroomama/,"InstaNatural, Niacinamide Serum, 2 fl oz (60 ml)",https://secure.iherb.com/statimgs/buckeroomama_1.png
https://au.iherb.com/me/buckeroomama/,"Neutrogena, Visibly Even, Daily Moisturizer with Sunscreen, SPF 30, 1.7 fl oz (50 ml)",https://secure.iherb.com/statimgs/buckeroomama_1.png
https://au.iherb.com/me/buckeroomama/,"Neutrogena, Age Shield Face, Oil-Free Sunscreen, SPF 110, 3 fl oz (88 ml)",https://secure.iherb.com/statimgs/buckeroomama_1.png
https://au.iherb.com/me/buckeroomama/,"Thayers, Witch Hazel, Aloe Vera Formula, Alcohol Free Toner, Cucumber, 12 fl oz (355 ml)",https://secure.iherb.com/statimgs/buckeroomama_1.png
https://au.iherb.com/me/buckeroomama/,"Nature's Way, Sambucus, Standardized Elderberry  with Vitamin C, Original Lozenges, 30 Lozenges",https://secure.iherb.com/statimgs/buckeroomama_1.png
https://au.iherb.com/me/buckeroomama/,"Aveeno, Skin Relief Moisturizing Lotion, Fragrance-Free, 18 fl oz (532 ml)",https://secure.iherb.com/statimgs/buckeroomama_1.png
https://au.iherb.com/me/buckeroomama/,"Arrowhead Mills, Buttermilk, Pancake & Waffle Mix, 1.6 lbs (737 g)",https://secure.iherb.com/statimgs/buckeroomama_1.png
